Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Lost Kingdoms II,GC,2003,Role-Playing,Activision,0.04,0.01,0,0,0.06,68,25,9.1,14,From Software,T
Aggressive Inline,GC,2002,Sports,Others,0.04,0.01,0,0,0.06,88,16,7.8,5,Others,T
Viewtiful Joe: Red Hot Rumble,GC,2005,Action,Capcom,0.04,0.01,0,0,0.06,62,27,6.9,8,Others,T
Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0,0,0,0.06,60,33,6.9,16,Others,E10+
X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,33,6,5.6,7,Others,E10+
The Sims 2: University,PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,81,31,7.8,49,Maxis,T
Generation of Chaos,PSP,2005,Role-Playing,Others,0.05,0,0,0,0.06,60,29,7.7,18,Others,T
Pump It Up: Exceed,PS2,2005,Misc,Others,0.03,0.02,0,0.01,0.06,73,28,8.4,11,Others,T
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Others,0.03,0,0.02,0.01,0.06,64,11,6.4,17,Others,T
MotorStorm RC,PSV,2012,Racing,Sony,0,0.04,0,0.01,0.06,78,39,6.8,123,Others,E
Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0,0.01,0.06,65,11,7.8,76,Others,E
Scurge: Hive,DS,2006,Action,Others,0.05,0,0,0,0.06,70,29,8.6,5,Others,E10+
Remember Me,PC,2013,Action,Capcom,0,0.05,0,0,0.06,65,26,7.4,1007,Others,M
NBA Live 07,XB,2006,Sports,Electronic Arts,0.04,0.01,0,0,0.06,69,14,6.8,13,EA Sports,E
Ride to Hell,X360,2013,Racing,Deep Silver,0.04,0.01,0,0.01,0.06,19,14,1.3,433,Others,M
The Saboteur,PC,2009,Action,Electronic Arts,0,0.05,0,0.01,0.06,76,20,8,236,Others,M
Hail to the Chimp,X360,2008,Misc,Others,0.05,0,0,0,0.06,52,23,6.1,7,Others,T
Tom Clancy's Rainbow Six 3,GC,2004,Shooter,Ubisoft,0.04,0.01,0,0,0.06,68,25,8.2,5,Others,M
Rocket League,PC,2016,Sports,505 Games,0.01,0.04,0,0,0.06,86,20,8.2,580,Others,E
V-Rally 3,PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,82,10,7.4,14,Others,E
Mirror's Edge,PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06,81,44,8.1,1026,Others,T
Titan Quest,PC,2006,Role-Playing,THQ,0.01,0.04,0,0.01,0.06,77,51,8.1,387,Others,T
Amazing Island,GC,2004,Strategy,Sega,0.04,0.01,0,0,0.06,59,22,6.6,7,Others,E
Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Others,0.05,0,0,0,0.06,65,18,7.9,13,Others,T
Gothic 3,PC,2006,Role-Playing,Others,0,0.05,0,0.01,0.06,63,39,7.3,519,Others,T
7 Days to Die,XOne,2016,Action,Others,0.03,0.02,0,0,0.05,35,17,5.2,74,Others,M
Alvin and the Chipmunks,Wii,2007,Misc,Eidos,0.05,0,0,0,0.05,30,4,3.6,20,Others,E
Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0,0.01,0.05,43,36,6.2,11,Capcom,M
Speed Kings,XB,2003,Racing,Others,0.04,0.01,0,0,0.05,60,16,8.8,4,Others,E
Rebelstar: Tactical Command,GBA,2005,Strategy,Atari,0.04,0.01,0,0,0.05,78,29,9.1,10,Others,E10+
F1 2010,PC,2010,Racing,Codemasters,0,0.05,0,0.01,0.05,84,15,6.6,99,Others,E
Gladiator: Sword of Vengeance,XB,2003,Action,Others,0.04,0.01,0,0,0.05,65,25,7.1,7,Others,M
Bombastic,PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,72,24,7.2,6,Others,E
Coraline,Wii,2009,Action,Others,0.05,0,0,0,0.05,42,7,5.5,8,Others,E10+
Wing Commander: Prophecy,GBA,2003,Simulation,Others,0.04,0.01,0,0,0.05,70,8,8.3,7,Others,T
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006,Action,Atari,0.03,0.02,0,0.01,0.05,69,39,7.2,31,Others,M
Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0.01,0,0,0.05,80,15,8.5,10,Others,E
Enemy Front,PS3,2014,Shooter,Others,0.01,0.04,0,0.01,0.05,43,12,6,75,Others,M
Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0,0.05,63,13,5.1,48,Others,T
Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0,0,0.05,66,22,8,4,Omega Force,T
Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0,0.05,59,22,7.4,379,Others,M
Rez,PS2,2001,Shooter,Sony,0.03,0.02,0,0.01,0.05,78,34,8.3,28,Others,E
Neverland Card Battles,PSP,2008,Role-Playing,Others,0.04,0,0,0.01,0.05,57,14,7.8,12,Others,T
Lufia: The Ruins of Lore,GBA,2002,Role-Playing,Others,0.04,0.01,0,0,0.05,76,12,8.3,8,Others,E
UEFA Euro 2004: Portugal,XB,2004,Sports,Electronic Arts,0.04,0.01,0,0,0.05,74,21,8.1,9,EA Canada,E
Airline Tycoon 2,PC,2011,Simulation,Others,0,0.04,0,0.01,0.05,57,4,5.5,30,Others,E
Medabots: Infinity,GC,2003,Role-Playing,Ubisoft,0.04,0.01,0,0,0.05,51,6,8,7,Others,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,0.05,60,13,7.1,114,Others,T
NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0,0.05,71,14,6.6,8,Midway,E
Black Sigil: Blade of the Exiled,DS,2009,Role-Playing,Others,0.05,0,0,0,0.05,58,24,7.5,20,Others,E
Death Jr. II: Root of Evil,PSP,2006,Platform,Konami,0.05,0,0,0,0.05,68,34,7.3,9,Others,T
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003,Sports,Activision,0.04,0.01,0,0,0.05,80,23,8.8,9,Others,E
Mighty No. 9,PS4,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05,52,64,3.5,282,Others,E10+
Samurai Champloo: Sidetracked,PS2,2006,Action,Namco Bandai,0.03,0.02,0,0.01,0.05,66,26,7.2,6,Others,T
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0,0.04,0,0.01,0.05,78,38,7.3,204,Electronic Arts,T
Men of War: Assault Squad,PC,2011,Strategy,Others,0.01,0.03,0,0.01,0.05,77,21,8.2,93,Others,T
Rhapsody: A Musical Adventure,DS,2008,Role-Playing,Others,0.05,0,0,0,0.05,67,24,6.8,12,Others,E
Dead Island Definitive Collection,XOne,2016,Action,Deep Silver,0.02,0.03,0,0,0.05,67,10,4.9,18,Others,M
PAC-MAN and the Ghostly Adventures,WiiU,2013,Platform,Namco Bandai,0.03,0.01,0,0,0.05,58,9,6.5,16,Others,E10+
Virtua Striker 2002,GC,2002,Sports,Sega,0.01,0,0.03,0,0.05,58,20,6,5,Others,E
UEFA Champions League 2006-2007,X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,72,27,8.2,10,EA Canada,E
F1 2015,PC,2015,Racing,Codemasters,0,0.05,0,0,0.05,61,13,3.6,63,Codemasters,E
Aliens in the Attic,DS,2009,Action,Others,0.05,0,0,0,0.05,58,7,6,5,Others,E10+
Hunted: The Demon's Forge,PC,2011,Action,Others,0.03,0.01,0,0,0.05,61,21,6.6,127,Others,M
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0.01,0,0,0.05,79,43,8.3,12,From Software,T
Legend of Kay,PS2,2005,Action,Others,0.03,0.02,0,0.01,0.05,72,30,7.3,18,Others,E10+
Lucha Libre AAA: Heroes del Ring,X360,2010,Fighting,Konami,0.05,0,0,0,0.05,49,11,6.3,12,Others,T
Piglet's Big Game,GC,2003,Platform,Others,0.04,0.01,0,0,0.05,70,4,8,5,Others,E
Tom Clancy's HAWX 2,PC,2010,Action,Ubisoft,0,0.04,0,0.01,0.05,66,12,3.8,47,Ubisoft,T
Fallout: Brotherhood of Steel,XB,2004,Role-Playing,Others,0.04,0.01,0,0,0.05,66,33,5.5,23,Others,M
IndyCar Series,XB,2003,Racing,Codemasters,0.04,0.01,0,0,0.05,71,8,7.8,5,Codemasters,E
Killing Floor 2 ,PS4,2016,Shooter,Others,0.03,0.01,0,0.01,0.05,76,39,8,57,Others,M
Ferrari F355 Challenge,PS2,2002,Racing,Sony,0.03,0.02,0,0.01,0.05,70,14,4.4,5,Others,E
Mortal Kombat X,PC,2015,Fighting,Wanrner Bros.,0.01,0.04,0,0,0.05,76,10,5.1,475,Others,M
Cities in Motion,PC,2011,Simulation,Others,0,0.04,0,0.01,0.05,70,20,7.7,105,Others,E
Shifters,PS2,2002,Adventure,Others,0.03,0.02,0,0.01,0.05,37,12,5.9,8,Others,T
Bladestorm: Nightmare,XOne,2015,Action,Tecmo Koei,0.03,0.02,0,0,0.05,48,6,7.1,8,Omega Force,T
TNA iMPACT: Cross the Line,PSP,2010,Fighting,Others,0.05,0,0,0,0.05,50,6,6.5,4,Others,T
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.02,0,0,0.05,51,11,4.1,42,Others,M
Venetica,PC,2009,Role-Playing,Others,0,0.04,0,0.01,0.05,61,17,6.8,51,Others,T
Operation Flashpoint: Dragon Rising,PC,2009,Shooter,Codemasters,0.02,0.03,0,0.01,0.05,76,29,4.9,539,Codemasters,M
Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0,0.01,0.05,77,13,7.1,56,Others,M
MorphX,X360,2010,Shooter,505 Games,0.05,0,0,0,0.05,33,4,6.6,15,Others,M
Sigma Star Saga,GBA,2005,Role-Playing,Atari,0.04,0.01,0,0,0.05,68,34,8.2,6,Others,E10+
FIFA Soccer 2004,GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0,0.05,82,4,7.9,9,Others,E
Disney's Party,GC,2002,Misc,Electronic Arts,0.04,0.01,0,0,0.05,39,6,7.8,5,Others,E
The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Inc.,0,0.05,0,0,0.05,66,45,6.5,621,Others,M
Nanostray 2,DS,2008,Shooter,Codemasters,0.03,0.01,0,0,0.05,75,23,7.8,8,Others,E
Dokapon Journey,DS,2008,Role-Playing,Others,0.05,0,0,0,0.05,60,16,7,8,Others,E10+
Metal Slug Anthology,PSP,2007,Shooter,Others,0.02,0,0.02,0.01,0.05,78,26,7.4,25,Others,T
Back to the Future: The Game,Wii,2011,Adventure,Others,0.05,0,0,0,0.05,66,7,4.1,9,Others,T
Phantom Crash,XB,2002,Simulation,Others,0.03,0.01,0.01,0,0.05,74,23,8.3,14,Others,T
Yanya Caballista: City Skater,PS2,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05,58,13,6.3,7,Others,E
The Typing of the Dead,DC,2000,Shooter,Sega,0,0,0.05,0,0.05,83,12,7.8,12,Others,M
Jenga World Tour,Wii,2007,Misc,Atari,0.05,0,0,0,0.05,26,14,2.8,11,Others,E
Tenchu: Dark Secret,DS,2006,Action,Others,0.03,0,0.01,0,0.05,37,10,5.1,7,From Software,T
Shrek Super Party,GC,2003,Misc,Others,0.04,0.01,0,0,0.05,40,6,7.3,7,Others,E
Second Sight,GC,2004,Adventure,Codemasters,0.04,0.01,0,0,0.05,77,34,8.5,13,Others,T
Rave Master,GC,2002,Fighting,Konami,0,0,0.05,0,0.05,60,15,6.3,4,Konami,T
Bejeweled Twist,PC,2008,Puzzle,Others,0.01,0.04,0,0.01,0.05,78,12,7.3,11,Others,E
Steins;Gate 0,PS4,2015,Adventure,Others,0,0,0.05,0,0.05,81,17,8.3,29,Others,M
Ivy the Kiwi?,DS,2010,Puzzle,Others,0.04,0,0,0,0.05,69,20,6.3,4,Others,E
Hail to the Chimp,PS3,2008,Misc,Others,0.05,0,0,0,0.05,51,19,4.5,4,Others,T
Alias,XB,2004,Action,Others,0.04,0.01,0,0,0.05,64,37,6,4,Others,T
OutRun 2006: Coast 2 Coast,PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,81,42,8.8,17,Others,E
Arx Fatalis,XB,2003,Role-Playing,Others,0.04,0.01,0,0,0.05,71,31,8.2,6,Others,M
Zumba Fitness Core,X360,2012,Misc,505 Games,0,0.05,0,0,0.05,77,6,6.7,6,Others,E10+
Guilty Gear Dust Strikers,DS,2006,Fighting,Others,0.05,0,0,0,0.05,60,25,5.8,9,Others,T
Dark Summit,GC,2002,Sports,THQ,0.04,0.01,0,0,0.05,68,16,4.5,4,Others,T
Star Wars: Republic Commando,PC,2005,Shooter,LucasArts,0,0.04,0,0.01,0.05,78,34,8.7,279,Others,T
The Lost Vikings,GBA,2003,Puzzle,Activision,0.04,0.01,0,0,0.05,75,16,9.1,15,Others,E
Plants vs. Zombies,PC,2009,Strategy,Others,0,0.04,0,0.01,0.05,87,41,8.9,891,Others,E10+
Secret Files: Tunguska,DS,2008,Adventure,Deep Silver,0.04,0.01,0,0,0.05,71,6,7.6,5,Others,T
Stretch Panic,PS2,2001,Platform,Others,0.02,0.02,0,0.01,0.05,65,14,7.8,4,Others,T
PQ2: Practical Intelligence Quotient,PSP,2006,Puzzle,Others,0.04,0,0,0,0.05,74,19,7.8,6,Others,E
Metroid Prime: Federation Force,3DS,2016,Action,Nintendo,0.02,0.01,0.01,0,0.05,64,56,5.1,219,Others,T
DiRT 2,PC,2009,Racing,Codemasters,0,0.04,0,0.01,0.05,89,22,8.2,352,Codemasters,T
Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0.01,0.05,79,51,3.4,3558,Others,M
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001,Platform,Others,0.02,0.02,0,0.01,0.05,64,5,7.4,5,Others,E
Furu Furu Park,Wii,2007,Misc,Others,0.05,0,0,0,0.05,43,16,4.8,5,Others,E10+
Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.02,0,0.02,0,0.05,78,22,7.4,41,Others,T
Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05,61,10,9,4,Others,E
Grand Ages: Medieval,PC,2015,Strategy,Others,0,0.05,0,0,0.05,63,11,5.4,52,Others,T
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05,64,45,5.7,98,Others,M
Stunt GP,PS2,2001,Racing,Others,0.02,0.02,0,0.01,0.05,49,8,8.1,9,Others,E
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05,82,6,7.5,44,Others,E10+
Singularity,PC,2010,Shooter,Others,0,0.04,0,0.01,0.05,76,36,7.7,326,Others,M
NASCAR Heat Evolution,PS4,2016,Racing,Others,0.04,0,0,0.01,0.05,66,8,3.8,18,Others,E
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai,0.02,0.02,0,0.01,0.05,65,27,8.6,15,Others,E10+
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451,Ubisoft,E10+
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,79,39,7.9,17,Others,E10+
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Others,0.04,0,0,0,0.05,56,14,5.9,15,Others,T
Crime Life: Gang Wars,XB,2005,Action,Konami,0.04,0.01,0,0,0.05,30,19,3.4,9,Others,M
Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.05,75,20,7.7,11,Others,E
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0,0.01,0.05,86,51,8.8,295,Others,M
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0,0,0.05,80,12,9.4,5,Others,E
Silhouette Mirage,PS,1998,Platform,Others,0.03,0.02,0,0,0.05,69,8,7.5,4,Others,E
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,57,28,8.1,8,Omega Force,T
Freelancer,PC,2003,Simulation,Microsofts,0.02,0.02,0,0.01,0.05,85,39,9,185,Others,T
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0,0.01,0.05,66,13,8,19,Trav. Tales,E10+
Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05,70,6,7.8,27,EA Canada,E
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsofts,0.04,0.01,0,0,0.05,84,37,8.3,16,Others,M
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05,78,9,7.7,6,EA Sports,E
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,79,50,7.5,83,Others,T
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05,78,17,7.2,249,Others,E10+
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,83,35,7.5,6,Codemasters,E
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,73,9,7.1,9,Others,E
Empire Earth,PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05,81,23,8.2,126,Others,T
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,75,31,7.4,135,Others,E
Worms Reloaded,PC,2010,Strategy,Others,0,0.04,0,0.01,0.05,79,28,6.8,185,Others,E10+
StarCraft,PC,1998,Strategy,Activision,0,0.04,0,0.01,0.05,88,15,9.1,813,Others,T
World Championship Pool 2004,PS2,2004,Sports,Others,0.02,0.02,0,0.01,0.05,60,4,6.7,6,Others,E
B-Boy,PSP,2006,Misc,Sony,0.04,0,0,0,0.05,50,11,7.8,6,Others,T
Kakuto Chojin,XB,2002,Fighting,Microsofts,0.04,0.01,0,0,0.05,46,26,7.2,17,Others,T
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05,82,24,8.3,307,Others,E
Moon,DS,2009,Adventure,Others,0.04,0,0,0,0.05,71,45,7.4,21,Others,T
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai,0.04,0,0,0,0.05,76,7,7.8,4,Others,E10+
Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0,0.01,0.05,79,17,7.7,13,Others,E
Raze's Hell,XB,2005,Shooter,Others,0.04,0.01,0,0,0.05,71,37,8.1,8,Others,M
Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,89,72,8.1,724,Others,M
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Others,0.03,0.02,0,0,0.05,62,9,8.7,26,Others,E
NightCaster II: Equinox,XB,2002,Action,Others,0.03,0.01,0,0,0.05,46,12,7,4,Others,T
Ship Simulator Extremes,PC,2010,Simulation,Others,0,0.04,0,0.01,0.05,49,5,6.2,27,Others,E
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai,0.03,0.02,0,0,0.05,71,13,6.7,6,Others,T
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami,0.04,0,0,0,0.05,64,29,7.3,13,Others,E10+
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami,0.01,0.03,0,0,0.05,87,12,6.1,84,Konami,E
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05,72,14,3.8,59,EA Sports,E
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,72,8,7.8,5,Others,M
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,72,11,3.9,24,Others,E
Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,82,21,8.7,25,Others,E
Cabela's Trophy Bucks,X360,2007,Sports,Others,0.04,0,0,0,0.05,39,4,3,4,Others,T
XCOM 2,XOne,2016,Strategy,Take-Two Inc.,0.02,0.02,0,0,0.05,87,17,8.1,40,Others,T
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0,0,0.05,50,20,5.3,43,Others,M
Rock of the Dead,X360,2010,Shooter,Others,0.04,0,0,0,0.05,48,7,4.8,4,Others,T
Code Lyoko,DS,2007,Action,Others,0.03,0.01,0,0,0.05,63,11,6.8,13,Others,E10+
Pool Party,Wii,2007,Sports,Others,0.04,0,0,0,0.05,32,13,0.7,6,Others,E
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.05,41,5,7.2,6,Others,E
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,93,55,8.8,1128,Others,M
Wonder World Amusement Park,Wii,2008,Misc,Others,0.04,0,0,0,0.05,37,9,4.5,4,Others,E
Ride 2,PS4,2016,Racing,Others,0,0.04,0,0.01,0.05,71,19,8,12,Others,E
Wing Island,Wii,2006,Simulation,Konami,0.03,0.01,0.01,0,0.05,47,32,4.9,8,Others,E
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05,79,22,6.9,40,Others,T
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05,69,32,7,4,Others,T
March of the Penguins,DS,2006,Adventure,Others,0.04,0,0,0,0.05,34,8,1.7,6,Others,E
Double Dragon Advance,GBA,2003,Action,Others,0.03,0.01,0,0,0.05,75,21,8.4,5,Others,T
The Bible Game,XB,2005,Misc,Others,0.03,0.01,0,0,0.05,60,6,2.7,13,Others,E
Bubble Bobble Revolution,DS,2005,Puzzle,Atari,0.04,0,0,0,0.05,38,19,6.2,6,Others,E
Yager,XB,2003,Shooter,THQ,0.03,0.01,0,0,0.05,70,19,9.3,9,Others,T
Root Letter,PSV,2016,Adventure,Others,0,0.03,0.01,0.01,0.05,78,6,7.8,6,Others,M
Futurama,XB,2003,Platform,Others,0.03,0.01,0,0,0.05,58,21,6.9,14,Others,T
Supreme Commander,PC,2007,Strategy,THQ,0,0.04,0,0.01,0.05,86,44,8.3,263,Others,E10+
Pool Hall Pro,Wii,2009,Sports,Others,0.04,0,0,0,0.05,62,5,5.3,4,Others,E
Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05,74,41,7.3,261,Others,M
Microsoft Train Simulator,PC,2001,Simulation,Microsofts,0,0.04,0,0.01,0.05,84,16,8.4,21,Others,E
Resident Evil 6,XOne,2016,Shooter,Capcom,0.04,0,0,0,0.05,63,12,6.3,34,Capcom,M
Assassin's Creed: Altair's Chronicles,DS,2008,Platform,Ubisoft,0.03,0.01,0,0,0.05,58,30,6.3,30,Others,T
Bad Boys: Miami Takedown,GC,2004,Shooter,Others,0.03,0.01,0,0,0.05,35,11,2,9,Others,M
Fantastic Four: Rise of the Silver Surfer,Wii,2007,Action,Take-Two Inc.,0.04,0.01,0,0,0.05,39,16,5.9,15,Others,T
Pony Friends,DS,2007,Simulation,Eidos,0,0.04,0,0.01,0.04,67,8,6.6,12,Others,E
Art of Fighting Anthology,PS2,2006,Fighting,Others,0.02,0.02,0,0.01,0.04,60,19,7,4,Others,T
Sébastien Loeb Rally Evo,PS4,2016,Racing,Others,0,0.04,0,0.01,0.04,71,28,8.1,73,Others,E
Lux-Pain,DS,2008,Adventure,Others,0.04,0,0,0,0.04,48,33,6.2,18,Others,T
Guilty Gear XX Accent Core,PS2,2007,Fighting,Others,0,0,0.04,0,0.04,77,9,8.3,16,Others,T
Mafia,PC,2002,Action,Take-Two Inc.,0,0.04,0,0.01,0.04,88,27,9.1,863,Others,M
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04,61,7,3,4,Ubisoft,E
Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04,64,24,8.3,27,Others,T
Fantastic Four: Rise of the Silver Surfer,DS,2007,Action,Take-Two Inc.,0.04,0,0,0,0.04,35,8,4.8,13,Others,E10+
Virtua Tennis 3,X360,2007,Sports,Sega,0.03,0.01,0,0,0.04,80,34,6.8,26,Others,E
Front Mission,DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04,72,19,8.9,9,Square Enix,E10+
Tropico 3,PC,2009,Strategy,Others,0,0.04,0,0.01,0.04,79,48,8.1,184,Others,T
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami,0.03,0.01,0,0,0.04,78,20,8.5,11,Others,T
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.04,0,0,0.04,83,15,8.6,1620,Others,M
Battlezone,PS4,2016,Action,Others,0.02,0.02,0,0.01,0.04,66,39,7,31,Others,T
Pro Evolution Soccer 2016,PC,2015,Sports,Konami,0,0.04,0,0,0.04,76,12,4.3,286,Konami,E
The Dark Spire,DS,2008,Role-Playing,Others,0.04,0,0,0,0.04,69,23,7.7,21,Others,E10+
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.03,0.01,0,0,0.04,55,14,6,38,Others,T
Runaway: A Twist of Fate,PC,2009,Adventure,Others,0,0.04,0,0.01,0.04,79,15,8.2,40,Others,T
FlatOut 2,XB,2006,Racing,Others,0.03,0.01,0,0,0.04,73,38,7.3,8,Others,T
Rogue Trooper,PS2,2006,Shooter,Eidos,0.02,0.02,0,0.01,0.04,71,37,8.2,9,Others,T
Backyard Baseball '09,Wii,2008,Sports,Atari,0.04,0,0,0,0.04,37,4,7.8,5,Others,E
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,0.04,70,23,7.3,125,Others,T
Enemy Front,X360,2014,Shooter,Namco Bandai,0.02,0.02,0,0,0.04,35,8,5.8,78,Others,M
Shantae and the Pirate's Curse,3DS,2015,Platform,Others,0.01,0,0.03,0,0.04,82,18,8.5,86,Others,E10+
Dai Senryaku VII: Modern Military Tactics,XB,2003,Strategy,Others,0.03,0.01,0,0,0.04,74,11,8.8,6,Others,E
Castle of Shikigami III,Wii,2007,Shooter,Others,0.04,0,0,0,0.04,67,9,7.6,9,Others,T
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0,0.01,0.04,80,20,8.1,46,Others,T
FIFA Street 2,DS,2006,Sports,Electronic Arts,0.04,0,0,0,0.04,43,5,7.5,4,Others,E
City Life: World Edition,PC,2007,Simulation,Others,0,0.04,0,0,0.04,75,7,8.2,9,Others,E
Corpse Party: Book of Shadows,PSP,2011,Adventure,Others,0,0,0.04,0,0.04,67,23,8.2,50,Others,M
WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04,60,33,6.1,7,Others,T
IL-2 Sturmovik: 1946,PC,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04,86,9,8.8,115,Others,T
Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04,47,17,5,7,Others,M
Praetorians,PC,2003,Strategy,Eidos,0,0.04,0,0,0.04,78,23,8.2,38,Others,T
Smash Court Tennis 3,PSP,2007,Sports,Namco Bandai,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,Others,E
LEGO Friends,3DS,2013,Action,Wanrner Bros.,0,0.04,0,0,0.04,43,4,8.3,4,Others,E
